codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
7mgbt54h;20031019065058;You can't see it, but I'm making a very angry face right now;17,110,192,61,35,176
9ntq51d5;19910203004345;better ignores;18
rsdfvjlj;20140803041632;Obligatory placeholder commit message;170,87,33,121
ukda5pct;19981206182817;i think i fixed a bug...;179
9oy3wrna;20080113044204;pep8 - cause I fell like doing a barrel roll;129,100,153
q80g206l;19951224054332;Final commit, ready for tagging;20,55,64
ifio84o8;19961215193257;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;44,89,65,79
agwxjyl6;20060702085728;For real, this time.;35,94,150
2i16bf9x;20101017195441;added security.;60
zbi8xlan;19981018085033;Committed some changes;172,160
ifdhbmsr;19990718024015;Do things better, faster, stronger;58,88,143,191
xhdx72zh;20030803003108;pointless limitation;200,83,71,118,3,82,111
mrv223ef;20111016215148;Made it to compile...;143,173,45,121,177,54
8as9f4mo;20140921052749;For real, this time.;104,42,53
3l54d53v;20130512053936;To those I leave behind, good luck!;165,113,25,55,173
ll2j3ben;20040718073617;bugger;82,10,58,153
9lpjxawe;19980726093230;fix;138
m8dopeyk;20140629100256;It was the best of times, it was the worst of times;84,11,169,34,163,180
c4h42ypl;19950910164435;My bad;132,191,63,136
bv09szmq;20121209124738;This solves it.;171,122,157,153,64,194,19
qofvysps;20081012014444;Removed code.;123,104,168,133,82
jv9o2naz;20070805185047;Another bug bites the dust;185,108,152,71,7
s2vn4y0r;19921115203502;grmbl;110,126,175,179,171
hy91yoid;20150125204332;I expected something different.;97,117,10
thff5ij0;19960602110332;fix tpyo;87,38,113,28,120,167,8
8wd9lpmv;20140622011539;ALL SORTS OF THINGS;192,68,71,175,75,109,184
twleqr5j;20120715213001;I am sorry;63,148,48,136
h5muomic;19900729170944; - Temporary commit.;32,2,197,74,131,116,36
x2p6d5p8;20081207001353;syntax;117,63,84
t1b7lywj;20061008154044;needs more cow bell;8,133,12,154,140,174
l39e4qtq;19961117193840;I would rather be playing SC2.;64,172,47,93,50,200,96
hiao2505;20030323103026;Update .gitignore;37
5wha7yv3;20011230192831;Batman! (this commit has no parents);39,144
ixbvzp9h;19901230182241;and so the crazy refactoring process sees the sunlight after some months in the dark!;187,196,78
mdwoa7cf;20030907170107;Fixed errors;67,192,97,94,121,98
o1v37j97;20080907120509;Add Sandbox;150,121,106,177,45,43,60
cqh1v2ok;20061231051547;de-misunderestimating;157,142,108,181,129,91
6hav501n;19941218202146;I don't know what these changes are supposed to accomplish but somebody told me to make them.;164,21,51,107,171,158,72
m5wyop6a;20120617183202;I would rather be playing SC2.;152,193,114,36,141,133
8u46e3v4;19900701022725;woa!! this one was really HARD!;126,8,181,38
po5t45eu;20030518141825;first blush;160,43,159,73,112,132
03e7pa3e;20011104021859;Same as last commit with changes;156
tb5vsr3h;20020127104853;Too tired to write descriptive message;146,5,112,196,177,80,144
15abcw59;20081026093923;final commit.;66,175,24,118,167
do07dyb6;19970209025658;restored deleted entities just to be sure;76
8rzromd0;19940612231830;some brief changes;44,91,67,189,167,56,185
9k2dcrw9;20071230015444;One does not simply merge into master;192,190,170,142,47,19
6n92x6co;20010701164253;fixed some minor stuff, might need some additional work.;118,57,147,80,165,150,4
hq20ppxj;20080615211452;yo recipes;111,190,139
8nkv76dm;20030309174327;You can't see it, but I'm making a very angry face right now;58,99,167,49,94
kxi8tl3f;19970615030827;better ignores;52,137,33
mfj713bc;20070701104730;Obligatory placeholder commit message;113,116,184,47,136,121
2sebeeed;19960901071250;i think i fixed a bug...;168,195
3hiyo6k1;19990103074450;pep8 - cause I fell like doing a barrel roll;55,87,182,154
pv11ijgk;20071223034815;Final commit, ready for tagging;3,69
8lkj5gxs;20021027044054;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;52,168
vgpub4hv;20080504163750;For real, this time.;27,158,120,125,192,42,8
na1mbfwa;19970413160806;added security.;30,39,39
n3a7oiez;20110904203941;Committed some changes;134,136,12,58,166,61,118
rw3ou9rt;19980531130909;Do things better, faster, stronger;13,124,42,68,5,64
w0e6nsyu;20140727162356;pointless limitation;124,158,196,185,45,7,30
xfp47r8q;19900902195103;Made it to compile...;185,151,178
bxbh349o;20040912023752;For real, this time.;2
uiwob75q;20011216001156;To those I leave behind, good luck!;187,83,199,6
tbgll4r1;20140518094057;bugger;55,103,80,123,78,114
b6nwndri;20140511153415;fix;156,35,172,173
aoum391t;19931205152022;It was the best of times, it was the worst of times;71,49,150,88,65,5
yxs6ulvc;20130324210102;My bad;68,10,65,15,50,1,2
7x1qqect;20100516191753;This solves it.;70,185
4tw7ew41;19920809225406;Removed code.;19,75
wcenkjm8;19970309071502;Another bug bites the dust;2,15,125
8lci26g9;19950108132057;grmbl;90,28,146,131
jbut0llz;20030817075703;I expected something different.;169
s88mr6jj;19940717193851;fix tpyo;25,4,168,198,185,24,135
r0hpdj1x;20130113045928;ALL SORTS OF THINGS;29,66,26,38,126,37
wqnp7dmm;20100926164928;I am sorry;38,108,193,28,155,48,176
puflzlxq;20071209213803;Temporary commit.;14,2,143,146
vdtmk5wc;20060702063014;syntax;32,94,40,104,158
f7go1yix;20080217063256;needs more cow bell;169,64
lstaewdc;20110731222639;I would rather be playing SC2.;199,92,99,65,84,123
nvxfu5m5;19960414211651;Update .gitignore;103,189,124,64,148,172
spetp045;20110320221142;Batman! (this commit has no parents);131,123,56,120
y7jvrvc1;19970427061650;and so the crazy refactoring process sees the sunlight after some months in the dark!;141,9
zgdcjw4k;19980823141719;Fixed errors;66
x9etsemj;20150524154107;Add Sandbox;178,186,189,149,13,121,58
iu2jyqi8;20001217055920;de-misunderestimating;58,188
hm8edabu;19940116075103;I don't know what these changes are supposed to accomplish but somebody told me to make them.;185,55
bxoso46n;20100502153012;I would rather be playing SC2.;187
m25ag4vd;20110102160217;woa!! this one was really HARD!;129,105,27,23,107
myctq0u0;19970209052745;first blush;11,163
tmik2uz7;20140105173406;Same as last commit with changes;101,153
yfj2uf2r;19941023154926;Too tired to write descriptive message;2,148
vk7r2ffx;20050130043250;final commit.;153,156,36,131
ieu830d6;20020407200530;restored deleted entities just to be sure;99,108,3,182,21,24,178
4woaxa6s;20020825150429;some brief changes;11,69,87,195,162,127,72
9s6i1kae;19920719004137;One does not simply merge into master;41,41,111
sms23kgc;20120129194835;fixed some minor stuff, might need some additional work.;136,155
o7z1s2gz;20130915105001;yo recipes;103,55,194,63
qbevf5g8;20071028122634;You can't see it, but I'm making a very angry face right now;91,49,105,177,159,93
c473ysw7;19990103030108;better ignores;30,69,125,25,65,40,29
li3qtdnl;20030720130325;Obligatory placeholder commit message;83,187,61,10
pldb13bg;20010902161414;i think i fixed a bug...;64,145,62,182,30,158,121
g6upgnts;19970216011957;pep8 - cause I fell like doing a barrel roll;97,142,199,111,75,50
vc7b5ihr;19990530182531;Final commit, ready for tagging;105,20,138,89
qlf5buvd;20070527190846;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;41,143,124,84,147,115,136
e6ms6zmq;20111009145108;For real, this time.;191,159,60,74,189,169
6u3lrz1m;20000806192723;added security.;142,105,163,89
vwb57t70;20051023021608;Final commit, ready for tagging;91,103,111,21,160,138
jky0zkgq;19931205141733;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;125,147,151
wxulxd74;20010916125235;For real, this time.;25,109,189,30,142,120,79
mf68d1qy;20010729231747;added security.;119,163
h5wbt9hn;20070225150840;Committed some changes;175
dv65kn4b;20071230141746;Do things better, faster, stronger;163,70,183,43
fgaofi2n;19930207145234;pointless limitation;163,6,194,68,127,23,56
1mx3vla6;19940703141829;Made it to compile...;146,49,19,152
vph7wn7w;20051002162647;For real, this time.;168,134,43,181,32,16,196
zkdjr1bi;20111002213222;To those I leave behind, good luck!;44,92,81,176
e7yp0gvz;19960901140736;bugger;61,58,103,84,3
n2npvo7p;19980712155208;fix;159
qfvh2lox;20150322201016;It was the best of times, it was the worst of times;60
auqt9p4d;19930613090918;My bad;177,48,30,146,80,60
qh2c27sm;19920920163240;This solves it.;84,81,96,180,29
lrc4w26g;19940807064716;Removed code.;72
ab4t8qdo;19970914130045;Another bug bites the dust;109,42
i6nvg27l;20011118054205;grmbl;86
6br754uo;20091011053112;I expected something different.;57,179,134
rojjyorl;20031109201501;fix tpyo;136,173
mvrnjyox;20050717124210;ALL SORTS OF THINGS;42,67,126,169,68,114
rbm07xve;20010408054148;I am sorry;42,50,92,30,84,10,32
0vyj15xx;19960825125520;Temporary commit.;159
y7t0v94b;20130804001249;syntax;177,180,124,130
z0dbplb7;19971214062807;needs more cow bell;73
bh24g3is;19920209234404;I would rather be playing SC2.;58,63,133,38
avqgfxp7;19960128062637;Update .gitignore;65,4,76,7,2,24
emi3ucdy;19991114031225;Batman! (this commit has no parents);69,4,139,12,132,167
l6836ja4;20120930141939;and so the crazy refactoring process sees the sunlight after some months in the dark!;147,119
2x18f4j7;20050306184802;Fixed errors;180
evp8puaj;20021124215620;Add Sandbox;93,159,117,79,150,9
6wqw9d8k;19990221202348;de-misunderestimating;139,49,95
myjar5n1;19900923075209;I don't know what these changes are supposed to accomplish but somebody told me to make them.;171
mkk3i5do;19940626010324;I would rather be playing SC2.;29
cj40k2j7;20130714224923;woa!! this one was really HARD!;86,144,14
g66mq0al;19950604225214;first blush;17,139,131,173
dc3plpf1;20030706024708;Same as last commit with changes;186,58,63
fbqy90av;20091220170101;Too tired to write descriptive message;132
yw9rf2sx;19920329092802;final commit.;23,83,154,12,26,91
c2e0fzft;19981115091922;restored deleted entities just to be sure;181,118,167,121,182,55,108
y7zybu4t;20001210140500;some brief changes;31,112,84,136,14,140,13
vvcg1dkh;19930502231209;One does not simply merge into master;66,190,69,174,65,1
17v2cvk5;20051002075319;fixed some minor stuff, might need some additional work.;96,145,177,58
4fm8ku6y;19941030141830;yo recipes;118,177,91
9807tqwf;19921129090341;You can't see it, but I'm making a very angry face right now;174,134,13,182,107,176,49
t7wim3dx;20010909084506;better ignores;179,95,50,57,50
7d6u45zz;19980531161928;Obligatory placeholder commit message;25,71,140,155,74,176,91
eo8z7cbd;20060716095424;i think i fixed a bug...;143,187,22,15
f04ohh3d;19941120080348;pep8 - cause I fell like doing a barrel roll;73,54,174
9h63tinp;20061224183451;Final commit, ready for tagging;181,97
7gp9p5z5;19910707013533;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;55,79
gqtaz2ae;19951126180341;For real, this time.;135
c1du5ust;20090726063813;added security.;42,8,133,85
t1hzrfxd;20010826232939;Committed some changes;127,24,167,55,71
8xlkh5ix;19940821145829;Do things better, faster, stronger;38
oiqjkph1;20030810075803;pointless limitation;97,51,194,102,36,49
f9bm357q;20020818000232;Made it to compile...;71
nc5pli87;19940306171037;For real, this time.;111,169
a8q989t8;20120805134048;To those I leave behind, good luck!;118,137,79,26,58,42
urb0n0rk;20140302100757;bugger;174
ytlaa2xt;20051127194418;fix;167,155,45,36,82,144,55
mfi9o4kl;20100131231047;It was the best of times, it was the worst of times;68,10,7
sgoyd2vy;19930117163332;My bad;70,189
h321u87n;20050410020415;This solves it.;75,177,29,45,36
f3zm5ock;20000709145009;Removed code.;195,171,30,58,36,78,191
0hrzfdd7;20050130055733;Another bug bites the dust;122,109,159
zu48qtw0;20100704153317;grmbl;192
uds6wksx;20050313235502;I expected something different.;46,27,66,118
f6d5zt3h;20131201091724;fix tpyo;126,110,69,75,170,79
tt6awj6k;20140615023301;ALL SORTS OF THINGS;155,133,111,121,135,43,147
6ugmmcpn;19930411203941;I am sorry;142,6,155,39
dg7ahkci;20050102172317; - Temporary commit.;178,106,49,110,3,175,166
x6of4dz3;20051002051704;syntax;105
3pb2r39h;19961006041504;needs more cow bell;160,4,32
pp723p2g;20011118073924;I would rather be playing SC2.;23,5,84,139,139,131,58
e7c0nhsb;19991010141639;Update .gitignore;152,53,198,115
vsi12zrz;20060702103258;Batman! (this commit has no parents);67,186,179,194,110,198,200
zy60leyx;20150412141146;and so the crazy refactoring process sees the sunlight after some months in the dark!;49,144,131,123,181,86,26
yey7g9gw;20120101182454;Fixed errors;192,137
ctn4m2ae;19961208060122;Add Sandbox;13
geu7sd81;20001119103553;de-misunderestimating;146,186,85,150,79,63
0ayzfds0;19960728033449;I don't know what these changes are supposed to accomplish but somebody told me to make them.;82,71,88,77
m4df4voa;19921227151858;I would rather be playing SC2.;109,197,138,149
tavgp6s7;19961215124040;woa!! this one was really HARD!;91,45,71,112,107,21,32
b7044rqm;19991121153035;first blush;180,11,168,33,192,121
5uyaaily;20000924140223;Same as last commit with changes;58,109,44,89,187
yb89ulvt;19970323033744;Too tired to write descriptive message;35
fxxacluc;20050403212451;final commit.;125,184
5696t63n;20060212045326;restored deleted entities just to be sure;33,10,123,34
gb5k4ovi;20061217020951;some brief changes;65,119,137,90,127,129,12
hosfkvet;19900415021703;One does not simply merge into master;65,98,51,15,160
iea3tpo8;20010902232615;fixed some minor stuff, might need some additional work.;106,55,101,121,131,169,60
tgmqrvwd;19910324101519;yo recipes;186,184
p8vw1xh6;20050724043917;You can't see it, but I'm making a very angry face right now;151
mbbkegyl;20061105184433;better ignores;25,97,140
q7k9ut9u;20051120100800;Obligatory placeholder commit message;141,18,153,179
8f55410e;20090111170755;i think i fixed a bug...;61,157,7,146,141
qtdve6b2;20070128124008;pep8 - cause I fell like doing a barrel roll;138,187,182,56,53,173,145
87610gd9;20070909073959;Final commit, ready for tagging;56,106
7bd0gqlk;20000123163612;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;102,28
y3bfhzz8;19900812220426;For real, this time.;13,163,114,68,197,84
bz9wkbng;20130623230812;added security.;200,104,188,145
j84toaa0;20051106051443;Committed some changes;151,196
8wtxl4fz;20021222103827;Do things better, faster, stronger;131,169,104
pannomef;19980614170739;pointless limitation;90,152,125,182
6dwx8rkf;20000507211749;Made it to compile...;35,66,87,43,2,91
kc7djew8;20000326190510;For real, this time.;14,161,116,7,151,78
tgmzd5nf;19911027151744;To those I leave behind, good luck!;32
9q4e407r;19961027183733;bugger;17,56,119,180,71,89,77
5fyshaho;19931017120510;fix;150,42,130
u4tgqkbc;20130217031142;It was the best of times, it was the worst of times;101
zrgwntq5;19990117052703;My bad;3,153,175
ole5404j;19960825001512;This solves it.;41,48,129,119,155,8
z4rgooz1;19910616014808;Removed code.;155,63,126,132
bjl7yjae;19970302001108;Another bug bites the dust;183,113,154,189,29
h6xw1skw;20071021102755;grmbl;63
284f37s3;20061231002245;I expected something different.;18,100,185,97,62,161
df76kbu3;19930530045757;fix tpyo;176,122,119
3zito077;20050904023709;ALL SORTS OF THINGS;124
iio5s0tp;19920920061302;I am sorry;185,56,111,172,19,195,194
flqsak47;20000213125504; - Temporary commit.;169
9faqv3jj;20141005052225;syntax;193,155,97,132,128,152
5t16qkja;19920517140232;needs more cow bell;14,35,178,24,4,127
s7hjq8iq;20010415053636;I would rather be playing SC2.;66,20,128,163
fn4cggcp;20081102062405;Update .gitignore;171,148,140
cqrhqwk0;20100328183908;Batman! (this commit has no parents);134,61,139,24,156,141
332e4284;20011125201347;and so the crazy refactoring process sees the sunlight after some months in the dark!;91,116,14,132
tvf6vj08;20000206132216;Fixed errors;48,63,168,54,45,145,20
7exsal0y;20010708063008;Add Sandbox;99,156,180,92,66
u8obznmy;19990207213027;de-misunderestimating;63,65,31,59,64,70,36
yi48gxfo;19911229200147;I don't know what these changes are supposed to accomplish but somebody told me to make them.;50,196,84,112,44
